406.341192,9
401.136732,6
407.768364,9
398.729421,6
398.729421,6
407.537122,9
401.136732,6
408.030509,8
398.729421,6
405.611492,8
407.768364,9
399.212537,7
405.611492,8
408.030509,8
406.341192,9
407.537122,9
398.729421,6
401.609954,7
401.136732,6
399.212537,7
408.030509,8
406.674628,10
401.609954,7
401.136732,6
401.136732,6
406.341192,9
407.410988,7
408.030509,8
405.611492,8
408.030509,8
408.030509,8
407.410988,7
401.136732,6
398.729421,6
408.030509,8
408.030509,8
398.729421,6
407.410988,7
405.611492,8
401.136732,6
407.137270,11
407.410988,7
405.611492,8
406.341192,9
401.136732,6
408.030509,8
398.729421,6
407.768364,9
401.136732,6
407.768647,12
401.609954,7
405.611492,8
401.136732,6
401.136732,6
401.136732,6
407.410988,7
398.729421,6
401.136732,6
401.136732,6
398.729421,6
407.537122,9
401.136732,6
401.136732,6
408.030509,8
408.030509,8
401.609954,7
399.212537,7
398.729421,6
401.609954,7
408.030509,8
401.136732,6
405.611492,8
407.410988,7
405.611492,8
401.136732,6
398.729421,6
408.030509,8
401.136732,6
398.729421,6
398.729421,6
407.537122,9
401.136732,6
399.212537,7
401.136732,6
398.729421,6
401.609954,7
401.136732,6
398.729421,6
408.030509,8
408.030509,8
406.341192,9
405.611492,8
405.611492,8
407.768364,9
408.030509,8
405.611492,8
408.030509,8
408.030509,8
408.030509,8
406.341192,9
406.196658,10
408.030509,8
401.097119,8
398.729421,6
405.611492,8
405.611492,8
401.136732,6
405.611492,8
408.030509,8
408.030509,8
401.136732,6
405.611492,8
398.729421,6
401.136732,6
408.030509,8
398.729421,6
408.030509,8
401.136732,6
408.030509,8
401.136732,6
398.729421,6
408.030509,8
401.136732,6
407.410988,7
401.136732,6
405.611492,8
407.410988,7
398.729421,6
408.030509,8
405.611492,8
406.341192,9
398.729421,6
405.611492,8
401.136732,6
401.136732,6
407.768364,9
401.136732,6
406.341192,9
408.030509,8
408.030509,8
398.729421,6
401.136732,6
407.768364,9
407.768364,9
407.973625,11
401.136732,6
405.611492,8
408.030509,8
408.030509,8
408.030509,8
401.136732,6
398.729421,6
401.136732,6
398.751908,8
408.030509,8
398.729421,6
398.729421,6
408.030509,8
405.611492,8
406.341192,9
408.030509,8
406.341192,9
405.611492,8
407.768364,9
408.030509,8
401.136732,6
401.136732,6
401.136732,6
401.136732,6
407.537122,9
408.030509,8
401.136732,6
405.611492,8
405.611492,8
407.410988,7
401.136732,6
401.136732,6
405.611492,8
398.729421,6
405.611492,8
398.751908,8
401.609954,7
408.030509,8
401.136732,6
401.136732,6
401.136732,6
408.030509,8
407.768364,9
408.030509,8
401.136732,6
398.729421,6
408.030509,8
401.609954,7
407.768364,9
401.136732,6
398.729421,6
401.136732,6
401.136732,6
401.609954,7
405.611492,8
406.196658,10
407.768364,9
407.410988,7
401.136732,6
405.611492,8
405.611492,8
398.729421,6
406.341192,9
405.611492,8
407.410988,7
398.729421,6
398.729421,6
408.030509,8
408.030509,8
399.212537,7
398.729421,6
401.136732,6
405.611492,8
398.729421,6
407.386911,10
408.030509,8
398.729421,6
398.729421,6
405.611492,8
398.729421,6
398.729421,6
401.136732,6
401.136732,6
408.030509,8
398.729421,6
408.030509,8
408.030509,8
405.611492,8
401.136732,6
408.030509,8
408.030509,8
405.611492,8
405.611492,8
399.212537,7
401.136732,6
398.729421,6
402.324034,9
405.611492,8
405.611492,8
407.768364,9
407.410988,7
398.729421,6
401.136732,6
407.410988,7
398.729421,6
398.729421,6
398.729421,6
405.611492,8
405.611492,8
407.410988,7
408.030509,8
405.611492,8
405.611492,8
407.410988,7
398.729421,6
408.030509,8
398.729421,6
398.729421,6
401.136732,6
405.611492,8
401.136732,6
407.537122,9
398.729421,6
408.030509,8
398.729421,6
401.136732,6
398.729421,6
398.729421,6
398.729421,6
398.729421,6
398.729421,6
408.030509,8
406.674628,10
398.729421,6
405.611492,8
405.611492,8
398.729421,6
405.611492,8
405.611492,8
401.136732,6
401.136732,6
408.030509,8
407.410988,7
408.030509,8
406.341192,9
401.609954,7
401.609954,7
398.729421,6
399.212537,7
399.212537,7
408.030509,8
401.609954,7
401.136732,6
401.136732,6
401.136732,6
398.729421,6
405.611492,8
405.611492,8
405.611492,8
407.410988,7
407.768364,9
407.410988,7
407.537122,9
408.030509,8
401.136732,6
398.729421,6
408.030509,8
399.212537,7
401.136732,6
401.136732,6
401.136732,6
401.136732,6
408.030509,8
407.537122,9
401.136732,6
398.729421,6
398.729421,6
398.729421,6
408.030509,8
408.030509,8
401.136732,6
401.136732,6
398.729421,6
405.611492,8
398.729421,6
401.136732,6
398.729421,6
407.768364,9
405.611492,8
398.729421,6
407.537122,9
399.212537,7
408.030509,8
405.611492,8
398.729421,6
401.136732,6
401.136732,6
408.030509,8
399.212537,7
405.611492,8
408.030509,8
398.729421,6
405.972337,10
398.729421,6
398.729421,6
401.136732,6
399.212537,7
408.030509,8
408.030509,8
401.136732,6
398.729421,6
401.136732,6
398.729421,6
398.729421,6
398.729421,6
406.341192,9
398.729421,6
408.030509,8
401.609954,7
406.341192,9
408.030509,8
401.136732,6
405.611492,8
398.729421,6
398.729421,6
407.410988,7
406.341192,9
407.537122,9
401.136732,6
402.324034,9
399.212537,7
401.136732,6
401.136732,6
401.136732,6
408.030509,8
401.136732,6
399.212537,7
405.611492,8
408.030509,8
398.729421,6
405.611492,8
405.611492,8
408.030509,8
408.030509,8
408.030509,8
401.136732,6
408.030509,8
399.212537,7
401.136732,6
408.030509,8
407.386911,10
401.136732,6
407.537122,9
406.196658,10
406.196658,10
408.030509,8
408.030509,8
407.410988,7
401.136732,6
407.768364,9
398.729421,6
407.768364,9
408.030509,8
408.030509,8
408.030509,8
407.537122,9
398.729421,6
408.030509,8
398.729421,6
401.136732,6
401.609954,7
407.410988,7
